,regimen,regimen_abbrev,regimen_name,regimen_name_formatted,van_deun_core_drug,van_deun_companion_drugs,van_deun,resistance_prevention,mechanism_of_action,route_of_administration,route_of_administration_hospitalized,cost,toxicity,qt_prolongation,high_bactericidal_activity_early,high_bactericidal_activity,high_sterilizing_activity,efficacy,bactericidal_activity_early,bactericidal_activity,sterilizing_activity,synergism,antagonism,contraindications,same_drug_class,first_line,clinical_evidence
3362,"(2, 3, 6, 21)","IMI, MERO, BDQ, INH HD","['Imipenem', 'Meropenem', 'Bedaquiline', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'bedaquiline', 'isoniazid_high_dose']",False,False,False,11,False,False,True,843.98,5.75,False,True,True,True,True,8,10,16,0,0,0,1,1,7
3363,"(2, 3, 6, 22)","IMI, MERO, BDQ, PZA","['Imipenem', 'Meropenem', 'Bedaquiline', 'Pyrazinamide']","['imipenem', 'meropenem', 'bedaquiline', 'pyrazinamide']",False,False,False,9,False,False,True,844.75,5.5,False,False,False,True,False,5,9,17,1,0,0,1,1,9
3365,"(2, 3, 7, 8)","IMI, MERO, AMI, CFZ","['Imipenem', 'Meropenem', 'Amikacin', 'Clofazimine']","['imipenem', 'meropenem', 'amikacin', 'clofazimine']",False,False,False,12,False,False,True,850.72,8.75,False,False,False,True,False,5,9,12,0,0,0,1,0,7
3366,"(2, 3, 7, 9)","IMI, MERO, AMI, CS","['Imipenem', 'Meropenem', 'Amikacin', 'Cycloserine']","['imipenem', 'meropenem', 'amikacin', 'cycloserine']",False,False,False,11,False,False,True,853.46,9.25,False,False,False,True,False,6,9,12,0,0,0,1,0,7
3367,"(2, 3, 7, 10)","IMI, MERO, AMI, TERI","['Imipenem', 'Meropenem', 'Amikacin', 'Terizidone']","['imipenem', 'meropenem', 'amikacin', 'terizidone']",False,False,False,11,False,False,True,1040.36,9.5,False,False,False,True,False,6,9,12,0,0,0,1,0,7
3368,"(2, 3, 7, 11)","IMI, MERO, AMI, STREP","['Imipenem', 'Meropenem', 'Amikacin', 'Streptomycin']","['imipenem', 'meropenem', 'amikacin', 'streptomycin']",False,False,False,12,False,False,True,840.28,9.5,False,False,False,True,False,6,8,12,0,0,0,2,0,7
3369,"(2, 3, 7, 12)","IMI, MERO, AMI, EMB","['Imipenem', 'Meropenem', 'Amikacin', 'Ethambutol']","['imipenem', 'meropenem', 'amikacin', 'ethambutol']",False,False,False,11,False,False,True,822.95,7.5,False,False,False,True,False,6,9,11,0,0,0,1,1,9
3370,"(2, 3, 7, 13)","IMI, MERO, AMI, PAS","['Imipenem', 'Meropenem', 'Amikacin', 'Para-aminosalicylic acid']","['imipenem', 'meropenem', 'amikacin', 'para_aminosalicylic_acid']",False,False,False,11,False,False,True,942.76,9.5,False,False,False,True,False,7,8,13,0,0,0,1,0,7
3371,"(2, 3, 7, 14)","IMI, MERO, AMI, ETH","['Imipenem', 'Meropenem', 'Amikacin', 'Ethionamide']","['imipenem', 'meropenem', 'amikacin', 'ethionamide']",False,False,False,11,False,False,True,832.56,9.5,False,False,False,True,False,7,9,12,0,0,0,1,0,8
3372,"(2, 3, 7, 15)","IMI, MERO, AMI, PTH","['Imipenem', 'Meropenem', 'Amikacin', 'Prothionamide']","['imipenem', 'meropenem', 'amikacin', 'prothionamide']",False,False,False,11,False,False,True,839.71,9.5,False,False,False,True,False,7,9,12,0,0,0,1,0,8
3373,"(2, 3, 7, 16)","IMI, MERO, AMI, RIF","['Imipenem', 'Meropenem', 'Amikacin', 'Rifampicin']","['imipenem', 'meropenem', 'amikacin', 'rifampicin']",True,False,False,12,False,False,True,836.01,7.5,False,False,True,True,False,7,10,15,0,0,0,1,1,9
3374,"(2, 3, 7, 17)","IMI, MERO, AMI, RIF HD","['Imipenem', 'Meropenem', 'Amikacin', 'Rifampicin High Dose']","['imipenem', 'meropenem', 'amikacin', 'rifampicin_high_dose']",False,False,False,12,False,False,True,858.89,7.5,False,False,False,True,False,7,8,15,0,0,0,1,1,6
3375,"(2, 3, 7, 18)","IMI, MERO, AMI, RBT","['Imipenem', 'Meropenem', 'Amikacin', 'Rifabutin']","['imipenem', 'meropenem', 'amikacin', 'rifabutin']",False,False,False,12,False,False,True,878.36,8.0,False,False,False,True,False,6,9,14,0,0,0,1,1,7
3376,"(2, 3, 7, 19)","IMI, MERO, AMI, DLM","['Imipenem', 'Meropenem', 'Amikacin', 'Delamanid']","['imipenem', 'meropenem', 'amikacin', 'delamanid']",False,False,False,11,False,False,True,1129.3899999999999,7.5,False,False,False,True,False,6,8,13,0,0,0,1,0,6
3377,"(2, 3, 7, 20)","IMI, MERO, AMI, INH","['Imipenem', 'Meropenem', 'Amikacin', 'Isoniazid']","['imipenem', 'meropenem', 'amikacin', 'isoniazid']",False,False,False,12,False,False,True,821.37,7.5,False,True,True,True,True,9,10,13,0,0,0,1,1,9
3378,"(2, 3, 7, 21)","IMI, MERO, AMI, INH HD","['Imipenem', 'Meropenem', 'Amikacin', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'amikacin', 'isoniazid_high_dose']",False,False,False,12,False,False,True,821.99,7.75,False,True,True,True,True,8,10,13,0,0,0,1,1,7
3379,"(2, 3, 7, 22)","IMI, MERO, AMI, PZA","['Imipenem', 'Meropenem', 'Amikacin', 'Pyrazinamide']","['imipenem', 'meropenem', 'amikacin', 'pyrazinamide']",False,False,False,10,False,False,True,822.76,7.5,False,False,False,True,False,5,9,14,0,0,0,1,1,9
3381,"(2, 3, 8, 9)","IMI, MERO, CFZ, CS","['Imipenem', 'Meropenem', 'Clofazimine', 'Cycloserine']","['imipenem', 'meropenem', 'clofazimine', 'cycloserine']",False,False,False,11,False,False,True,840.4100000000001,8.5,False,False,False,True,False,5,10,12,0,0,0,1,0,6
3382,"(2, 3, 8, 10)","IMI, MERO, CFZ, TERI","['Imipenem', 'Meropenem', 'Clofazimine', 'Terizidone']","['imipenem', 'meropenem', 'clofazimine', 'terizidone']",False,False,False,11,False,False,True,1027.31,8.75,False,False,False,True,False,5,10,12,0,0,0,1,0,6
3383,"(2, 3, 8, 11)","IMI, MERO, CFZ, STREP","['Imipenem', 'Meropenem', 'Clofazimine', 'Streptomycin']","['imipenem', 'meropenem', 'clofazimine', 'streptomycin']",False,False,False,12,False,False,True,827.23,8.75,False,False,False,True,False,5,9,12,0,0,0,1,0,6
3384,"(2, 3, 8, 12)","IMI, MERO, CFZ, EMB","['Imipenem', 'Meropenem', 'Clofazimine', 'Ethambutol']","['imipenem', 'meropenem', 'clofazimine', 'ethambutol']",False,False,False,11,False,False,True,809.9000000000001,6.75,False,False,False,True,False,5,10,11,0,0,0,1,1,8
3385,"(2, 3, 8, 13)","IMI, MERO, CFZ, PAS","['Imipenem', 'Meropenem', 'Clofazimine', 'Para-aminosalicylic acid']","['imipenem', 'meropenem', 'clofazimine', 'para_aminosalicylic_acid']",False,False,False,11,False,False,True,929.71,8.75,False,False,False,True,False,6,9,13,0,0,0,1,0,6
3386,"(2, 3, 8, 14)","IMI, MERO, CFZ, ETH","['Imipenem', 'Meropenem', 'Clofazimine', 'Ethionamide']","['imipenem', 'meropenem', 'clofazimine', 'ethionamide']",False,False,False,11,False,False,True,819.51,8.75,False,False,False,True,False,6,10,12,0,0,0,1,0,7
3387,"(2, 3, 8, 15)","IMI, MERO, CFZ, PTH","['Imipenem', 'Meropenem', 'Clofazimine', 'Prothionamide']","['imipenem', 'meropenem', 'clofazimine', 'prothionamide']",False,False,False,11,False,False,True,826.6600000000001,8.75,False,False,False,True,False,6,10,12,0,0,0,1,0,7
3388,"(2, 3, 8, 16)","IMI, MERO, CFZ, RIF","['Imipenem', 'Meropenem', 'Clofazimine', 'Rifampicin']","['imipenem', 'meropenem', 'clofazimine', 'rifampicin']",True,False,False,12,False,False,True,822.96,6.75,False,False,True,True,False,6,11,15,0,0,0,1,1,8
3389,"(2, 3, 8, 17)","IMI, MERO, CFZ, RIF HD","['Imipenem', 'Meropenem', 'Clofazimine', 'Rifampicin High Dose']","['imipenem', 'meropenem', 'clofazimine', 'rifampicin_high_dose']",False,False,False,12,False,False,True,845.84,6.75,False,False,False,True,False,6,9,15,0,0,0,1,1,5
3390,"(2, 3, 8, 18)","IMI, MERO, CFZ, RBT","['Imipenem', 'Meropenem', 'Clofazimine', 'Rifabutin']","['imipenem', 'meropenem', 'clofazimine', 'rifabutin']",False,False,False,12,False,False,True,865.3100000000001,7.25,False,False,False,True,False,5,10,14,0,0,0,1,1,6
3391,"(2, 3, 8, 19)","IMI, MERO, CFZ, DLM","['Imipenem', 'Meropenem', 'Clofazimine', 'Delamanid']","['imipenem', 'meropenem', 'clofazimine', 'delamanid']",False,False,False,11,False,False,True,1116.3400000000001,6.75,True,False,False,True,False,5,9,13,0,0,0,1,0,5
3392,"(2, 3, 8, 20)","IMI, MERO, CFZ, INH","['Imipenem', 'Meropenem', 'Clofazimine', 'Isoniazid']","['imipenem', 'meropenem', 'clofazimine', 'isoniazid']",False,True,False,12,False,False,True,808.32,6.75,False,True,True,True,True,8,11,13,0,0,0,1,1,8
3393,"(2, 3, 8, 21)","IMI, MERO, CFZ, INH HD","['Imipenem', 'Meropenem', 'Clofazimine', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'clofazimine', 'isoniazid_high_dose']",False,True,False,12,False,False,True,808.94,7.0,False,True,True,True,True,7,11,13,0,0,0,1,1,6
3394,"(2, 3, 8, 22)","IMI, MERO, CFZ, PZA","['Imipenem', 'Meropenem', 'Clofazimine', 'Pyrazinamide']","['imipenem', 'meropenem', 'clofazimine', 'pyrazinamide']",False,False,False,10,False,False,True,809.71,6.75,False,False,False,True,False,4,10,14,1,0,0,1,1,8
3396,"(2, 3, 9, 10)","IMI, MERO, CS, TERI","['Imipenem', 'Meropenem', 'Cycloserine', 'Terizidone']","['imipenem', 'meropenem', 'cycloserine', 'terizidone']",False,False,False,10,False,False,True,1030.05,9.25,False,False,False,True,False,6,10,12,0,0,0,1,0,6
3397,"(2, 3, 9, 11)","IMI, MERO, CS, STREP","['Imipenem', 'Meropenem', 'Cycloserine', 'Streptomycin']","['imipenem', 'meropenem', 'cycloserine', 'streptomycin']",False,False,False,11,False,False,True,829.97,9.25,False,False,False,True,False,6,9,12,0,0,0,1,0,6
3398,"(2, 3, 9, 12)","IMI, MERO, CS, EMB","['Imipenem', 'Meropenem', 'Cycloserine', 'Ethambutol']","['imipenem', 'meropenem', 'cycloserine', 'ethambutol']",False,False,False,10,False,False,True,812.6400000000001,7.25,False,False,False,True,False,6,10,11,0,0,0,1,1,8
3399,"(2, 3, 9, 13)","IMI, MERO, CS, PAS","['Imipenem', 'Meropenem', 'Cycloserine', 'Para-aminosalicylic acid']","['imipenem', 'meropenem', 'cycloserine', 'para_aminosalicylic_acid']",False,False,False,10,False,False,True,932.45,9.25,False,False,False,True,False,7,9,13,0,0,0,1,0,6
3400,"(2, 3, 9, 14)","IMI, MERO, CS, ETH","['Imipenem', 'Meropenem', 'Cycloserine', 'Ethionamide']","['imipenem', 'meropenem', 'cycloserine', 'ethionamide']",False,False,False,10,False,False,True,822.25,9.25,False,False,False,True,False,7,10,12,0,0,0,1,0,7
3401,"(2, 3, 9, 15)","IMI, MERO, CS, PTH","['Imipenem', 'Meropenem', 'Cycloserine', 'Prothionamide']","['imipenem', 'meropenem', 'cycloserine', 'prothionamide']",False,False,False,10,False,False,True,829.4000000000001,9.25,False,False,False,True,False,7,10,12,0,0,0,1,0,7
3402,"(2, 3, 9, 16)","IMI, MERO, CS, RIF","['Imipenem', 'Meropenem', 'Cycloserine', 'Rifampicin']","['imipenem', 'meropenem', 'cycloserine', 'rifampicin']",True,False,False,11,False,False,True,825.7,7.25,False,False,True,True,False,7,11,15,0,0,0,1,1,8
3403,"(2, 3, 9, 17)","IMI, MERO, CS, RIF HD","['Imipenem', 'Meropenem', 'Cycloserine', 'Rifampicin High Dose']","['imipenem', 'meropenem', 'cycloserine', 'rifampicin_high_dose']",False,False,False,11,False,False,True,848.58,7.25,False,False,False,True,False,7,9,15,0,0,0,1,1,5
3404,"(2, 3, 9, 18)","IMI, MERO, CS, RBT","['Imipenem', 'Meropenem', 'Cycloserine', 'Rifabutin']","['imipenem', 'meropenem', 'cycloserine', 'rifabutin']",False,False,False,11,False,False,True,868.0500000000001,7.75,False,False,False,True,False,6,10,14,0,0,0,1,1,6
3405,"(2, 3, 9, 19)","IMI, MERO, CS, DLM","['Imipenem', 'Meropenem', 'Cycloserine', 'Delamanid']","['imipenem', 'meropenem', 'cycloserine', 'delamanid']",False,False,False,10,False,False,True,1119.08,7.25,False,False,False,True,False,6,9,13,0,0,0,1,0,5
3406,"(2, 3, 9, 20)","IMI, MERO, CS, INH","['Imipenem', 'Meropenem', 'Cycloserine', 'Isoniazid']","['imipenem', 'meropenem', 'cycloserine', 'isoniazid']",False,True,False,11,False,False,True,811.0600000000001,7.25,False,True,True,True,True,9,11,13,0,0,0,1,1,8
3407,"(2, 3, 9, 21)","IMI, MERO, CS, INH HD","['Imipenem', 'Meropenem', 'Cycloserine', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'cycloserine', 'isoniazid_high_dose']",False,True,False,11,False,False,True,811.6800000000001,7.5,False,True,True,True,True,8,11,13,0,0,0,1,1,6
3408,"(2, 3, 9, 22)","IMI, MERO, CS, PZA","['Imipenem', 'Meropenem', 'Cycloserine', 'Pyrazinamide']","['imipenem', 'meropenem', 'cycloserine', 'pyrazinamide']",False,False,False,9,False,False,True,812.45,7.25,False,False,False,True,False,5,10,14,0,0,0,1,1,8
3410,"(2, 3, 10, 11)","IMI, MERO, TERI, STREP","['Imipenem', 'Meropenem', 'Terizidone', 'Streptomycin']","['imipenem', 'meropenem', 'terizidone', 'streptomycin']",False,False,False,11,False,False,True,1016.87,9.5,False,False,False,True,False,6,9,12,0,0,0,1,0,6
3411,"(2, 3, 10, 12)","IMI, MERO, TERI, EMB","['Imipenem', 'Meropenem', 'Terizidone', 'Ethambutol']","['imipenem', 'meropenem', 'terizidone', 'ethambutol']",False,False,False,10,False,False,True,999.5400000000001,7.5,False,False,False,True,False,6,10,11,0,0,0,1,1,8
3412,"(2, 3, 10, 13)","IMI, MERO, TERI, PAS","['Imipenem', 'Meropenem', 'Terizidone', 'Para-aminosalicylic acid']","['imipenem', 'meropenem', 'terizidone', 'para_aminosalicylic_acid']",False,False,False,10,False,False,True,1119.35,9.5,False,False,False,True,False,7,9,13,0,0,0,1,0,6
3413,"(2, 3, 10, 14)","IMI, MERO, TERI, ETH","['Imipenem', 'Meropenem', 'Terizidone', 'Ethionamide']","['imipenem', 'meropenem', 'terizidone', 'ethionamide']",False,False,False,10,False,False,True,1009.15,9.5,False,False,False,True,False,7,10,12,0,0,0,1,0,7
3414,"(2, 3, 10, 15)","IMI, MERO, TERI, PTH","['Imipenem', 'Meropenem', 'Terizidone', 'Prothionamide']","['imipenem', 'meropenem', 'terizidone', 'prothionamide']",False,False,False,10,False,False,True,1016.3000000000001,9.5,False,False,False,True,False,7,10,12,0,0,0,1,0,7
3415,"(2, 3, 10, 16)","IMI, MERO, TERI, RIF","['Imipenem', 'Meropenem', 'Terizidone', 'Rifampicin']","['imipenem', 'meropenem', 'terizidone', 'rifampicin']",True,False,False,11,False,False,True,1012.6,7.5,False,False,True,True,False,7,11,15,0,0,0,1,1,8
3416,"(2, 3, 10, 17)","IMI, MERO, TERI, RIF HD","['Imipenem', 'Meropenem', 'Terizidone', 'Rifampicin High Dose']","['imipenem', 'meropenem', 'terizidone', 'rifampicin_high_dose']",False,False,False,11,False,False,True,1035.48,7.5,False,False,False,True,False,7,9,15,0,0,0,1,1,5
3417,"(2, 3, 10, 18)","IMI, MERO, TERI, RBT","['Imipenem', 'Meropenem', 'Terizidone', 'Rifabutin']","['imipenem', 'meropenem', 'terizidone', 'rifabutin']",False,False,False,11,False,False,True,1054.95,8.0,False,False,False,True,False,6,10,14,0,0,0,1,1,6
3418,"(2, 3, 10, 19)","IMI, MERO, TERI, DLM","['Imipenem', 'Meropenem', 'Terizidone', 'Delamanid']","['imipenem', 'meropenem', 'terizidone', 'delamanid']",False,False,False,10,False,False,True,1305.98,7.5,False,False,False,True,False,6,9,13,0,0,0,1,0,5
3419,"(2, 3, 10, 20)","IMI, MERO, TERI, INH","['Imipenem', 'Meropenem', 'Terizidone', 'Isoniazid']","['imipenem', 'meropenem', 'terizidone', 'isoniazid']",False,True,False,11,False,False,True,997.96,7.5,False,True,True,True,True,9,11,13,0,0,0,1,1,8
3420,"(2, 3, 10, 21)","IMI, MERO, TERI, INH HD","['Imipenem', 'Meropenem', 'Terizidone', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'terizidone', 'isoniazid_high_dose']",False,True,False,11,False,False,True,998.58,7.75,False,True,True,True,True,8,11,13,0,0,0,1,1,6
3421,"(2, 3, 10, 22)","IMI, MERO, TERI, PZA","['Imipenem', 'Meropenem', 'Terizidone', 'Pyrazinamide']","['imipenem', 'meropenem', 'terizidone', 'pyrazinamide']",False,False,False,9,False,False,True,999.35,7.5,False,False,False,True,False,5,10,14,0,0,0,1,1,8
3423,"(2, 3, 11, 12)","IMI, MERO, STREP, EMB","['Imipenem', 'Meropenem', 'Streptomycin', 'Ethambutol']","['imipenem', 'meropenem', 'streptomycin', 'ethambutol']",False,False,False,11,False,False,True,799.46,7.5,False,False,False,True,False,6,9,11,0,0,0,1,1,8
3424,"(2, 3, 11, 13)","IMI, MERO, STREP, PAS","['Imipenem', 'Meropenem', 'Streptomycin', 'Para-aminosalicylic acid']","['imipenem', 'meropenem', 'streptomycin', 'para_aminosalicylic_acid']",False,False,False,11,False,False,True,919.27,9.5,False,False,False,True,False,7,8,13,0,0,0,1,0,6
3425,"(2, 3, 11, 14)","IMI, MERO, STREP, ETH","['Imipenem', 'Meropenem', 'Streptomycin', 'Ethionamide']","['imipenem', 'meropenem', 'streptomycin', 'ethionamide']",False,False,False,11,False,False,True,809.0699999999999,9.5,False,False,False,True,False,7,9,12,0,0,0,1,0,7
3426,"(2, 3, 11, 15)","IMI, MERO, STREP, PTH","['Imipenem', 'Meropenem', 'Streptomycin', 'Prothionamide']","['imipenem', 'meropenem', 'streptomycin', 'prothionamide']",False,False,False,11,False,False,True,816.22,9.5,False,False,False,True,False,7,9,12,0,0,0,1,0,7
3427,"(2, 3, 11, 16)","IMI, MERO, STREP, RIF","['Imipenem', 'Meropenem', 'Streptomycin', 'Rifampicin']","['imipenem', 'meropenem', 'streptomycin', 'rifampicin']",True,False,False,12,False,False,True,812.52,7.5,False,False,True,True,False,7,10,15,0,0,0,1,1,8
3428,"(2, 3, 11, 17)","IMI, MERO, STREP, RIF HD","['Imipenem', 'Meropenem', 'Streptomycin', 'Rifampicin High Dose']","['imipenem', 'meropenem', 'streptomycin', 'rifampicin_high_dose']",False,False,False,12,False,False,True,835.4,7.5,False,False,False,True,False,7,8,15,0,0,0,1,1,5
3429,"(2, 3, 11, 18)","IMI, MERO, STREP, RBT","['Imipenem', 'Meropenem', 'Streptomycin', 'Rifabutin']","['imipenem', 'meropenem', 'streptomycin', 'rifabutin']",False,False,False,12,False,False,True,854.87,8.0,False,False,False,True,False,6,9,14,0,0,0,1,1,6
3430,"(2, 3, 11, 19)","IMI, MERO, STREP, DLM","['Imipenem', 'Meropenem', 'Streptomycin', 'Delamanid']","['imipenem', 'meropenem', 'streptomycin', 'delamanid']",False,False,False,11,False,False,True,1105.9,7.5,False,False,False,True,False,6,8,13,0,0,0,1,0,5
3431,"(2, 3, 11, 20)","IMI, MERO, STREP, INH","['Imipenem', 'Meropenem', 'Streptomycin', 'Isoniazid']","['imipenem', 'meropenem', 'streptomycin', 'isoniazid']",False,False,False,12,False,False,True,797.88,7.5,False,True,True,True,True,9,10,13,0,0,0,1,1,8
3432,"(2, 3, 11, 21)","IMI, MERO, STREP, INH HD","['Imipenem', 'Meropenem', 'Streptomycin', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'streptomycin', 'isoniazid_high_dose']",False,False,False,12,False,False,True,798.5,7.75,False,True,True,True,True,8,10,13,0,0,0,1,1,6
3433,"(2, 3, 11, 22)","IMI, MERO, STREP, PZA","['Imipenem', 'Meropenem', 'Streptomycin', 'Pyrazinamide']","['imipenem', 'meropenem', 'streptomycin', 'pyrazinamide']",False,False,False,10,False,False,True,799.27,7.5,False,False,False,True,False,5,9,14,0,0,0,1,1,8
3435,"(2, 3, 12, 13)","IMI, MERO, EMB, PAS","['Imipenem', 'Meropenem', 'Ethambutol', 'Para-aminosalicylic acid']","['imipenem', 'meropenem', 'ethambutol', 'para_aminosalicylic_acid']",False,False,False,10,False,False,True,901.94,7.5,False,False,False,True,False,7,9,12,0,0,0,1,1,8
3436,"(2, 3, 12, 14)","IMI, MERO, EMB, ETH","['Imipenem', 'Meropenem', 'Ethambutol', 'Ethionamide']","['imipenem', 'meropenem', 'ethambutol', 'ethionamide']",False,False,False,10,False,False,True,791.74,7.5,False,False,False,True,False,7,10,11,0,0,0,1,1,9
3437,"(2, 3, 12, 15)","IMI, MERO, EMB, PTH","['Imipenem', 'Meropenem', 'Ethambutol', 'Prothionamide']","['imipenem', 'meropenem', 'ethambutol', 'prothionamide']",False,False,False,10,False,False,True,798.8900000000001,7.5,False,False,False,True,False,7,10,11,0,0,0,1,1,9
3438,"(2, 3, 12, 16)","IMI, MERO, EMB, RIF","['Imipenem', 'Meropenem', 'Ethambutol', 'Rifampicin']","['imipenem', 'meropenem', 'ethambutol', 'rifampicin']",True,False,False,11,False,False,True,795.19,5.5,False,False,True,True,False,7,11,14,0,0,0,1,2,10
3439,"(2, 3, 12, 17)","IMI, MERO, EMB, RIF HD","['Imipenem', 'Meropenem', 'Ethambutol', 'Rifampicin High Dose']","['imipenem', 'meropenem', 'ethambutol', 'rifampicin_high_dose']",False,False,False,11,False,False,True,818.07,5.5,False,False,False,True,False,7,9,14,0,0,0,1,2,7
3440,"(2, 3, 12, 18)","IMI, MERO, EMB, RBT","['Imipenem', 'Meropenem', 'Ethambutol', 'Rifabutin']","['imipenem', 'meropenem', 'ethambutol', 'rifabutin']",False,False,False,11,False,False,True,837.5400000000001,6.0,False,False,False,True,False,6,10,13,0,0,0,1,2,8
3441,"(2, 3, 12, 19)","IMI, MERO, EMB, DLM","['Imipenem', 'Meropenem', 'Ethambutol', 'Delamanid']","['imipenem', 'meropenem', 'ethambutol', 'delamanid']",False,False,False,10,False,False,True,1088.5700000000002,5.5,False,False,False,True,False,6,9,12,0,0,0,1,1,7
3442,"(2, 3, 12, 20)","IMI, MERO, EMB, INH","['Imipenem', 'Meropenem', 'Ethambutol', 'Isoniazid']","['imipenem', 'meropenem', 'ethambutol', 'isoniazid']",False,True,False,11,False,False,True,780.5500000000001,5.5,False,True,True,True,True,9,11,12,0,0,0,1,2,10
3443,"(2, 3, 12, 21)","IMI, MERO, EMB, INH HD","['Imipenem', 'Meropenem', 'Ethambutol', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'ethambutol', 'isoniazid_high_dose']",False,True,False,11,False,False,True,781.1700000000001,5.75,False,True,True,True,True,8,11,12,0,0,0,1,2,8
3444,"(2, 3, 12, 22)","IMI, MERO, EMB, PZA","['Imipenem', 'Meropenem', 'Ethambutol', 'Pyrazinamide']","['imipenem', 'meropenem', 'ethambutol', 'pyrazinamide']",False,False,False,9,False,False,True,781.94,5.5,False,False,False,True,False,5,10,13,0,0,0,1,2,10
3446,"(2, 3, 13, 14)","IMI, MERO, PAS, ETH","['Imipenem', 'Meropenem', 'Para-aminosalicylic acid', 'Ethionamide']","['imipenem', 'meropenem', 'para_aminosalicylic_acid', 'ethionamide']",False,False,False,10,False,False,True,911.55,9.5,False,False,False,True,False,8,9,13,0,0,0,1,0,7
3447,"(2, 3, 13, 15)","IMI, MERO, PAS, PTH","['Imipenem', 'Meropenem', 'Para-aminosalicylic acid', 'Prothionamide']","['imipenem', 'meropenem', 'para_aminosalicylic_acid', 'prothionamide']",False,False,False,10,False,False,True,918.7,9.5,False,False,False,True,False,8,9,13,0,0,0,1,0,7
3448,"(2, 3, 13, 16)","IMI, MERO, PAS, RIF","['Imipenem', 'Meropenem', 'Para-aminosalicylic acid', 'Rifampicin']","['imipenem', 'meropenem', 'para_aminosalicylic_acid', 'rifampicin']",True,False,False,11,False,False,True,915.0,7.5,False,False,True,True,False,8,10,16,0,0,0,1,1,8
3449,"(2, 3, 13, 17)","IMI, MERO, PAS, RIF HD","['Imipenem', 'Meropenem', 'Para-aminosalicylic acid', 'Rifampicin High Dose']","['imipenem', 'meropenem', 'para_aminosalicylic_acid', 'rifampicin_high_dose']",False,False,False,11,False,False,True,937.88,7.5,False,False,False,True,False,8,8,16,0,0,0,1,1,5
3450,"(2, 3, 13, 18)","IMI, MERO, PAS, RBT","['Imipenem', 'Meropenem', 'Para-aminosalicylic acid', 'Rifabutin']","['imipenem', 'meropenem', 'para_aminosalicylic_acid', 'rifabutin']",False,False,False,11,False,False,True,957.35,8.0,False,False,False,True,False,7,9,15,0,0,0,1,1,6
3451,"(2, 3, 13, 19)","IMI, MERO, PAS, DLM","['Imipenem', 'Meropenem', 'Para-aminosalicylic acid', 'Delamanid']","['imipenem', 'meropenem', 'para_aminosalicylic_acid', 'delamanid']",False,False,False,10,False,False,True,1208.38,7.5,False,False,False,True,False,7,8,14,0,0,0,1,0,5
3452,"(2, 3, 13, 20)","IMI, MERO, PAS, INH","['Imipenem', 'Meropenem', 'Para-aminosalicylic acid', 'Isoniazid']","['imipenem', 'meropenem', 'para_aminosalicylic_acid', 'isoniazid']",False,False,False,11,False,False,True,900.36,7.5,False,True,True,True,True,10,10,14,0,0,0,1,1,8
3453,"(2, 3, 13, 21)","IMI, MERO, PAS, INH HD","['Imipenem', 'Meropenem', 'Para-aminosalicylic acid', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'para_aminosalicylic_acid', 'isoniazid_high_dose']",False,False,False,11,False,False,True,900.98,7.75,False,True,True,True,True,9,10,14,0,0,0,1,1,6
3454,"(2, 3, 13, 22)","IMI, MERO, PAS, PZA","['Imipenem', 'Meropenem', 'Para-aminosalicylic acid', 'Pyrazinamide']","['imipenem', 'meropenem', 'para_aminosalicylic_acid', 'pyrazinamide']",False,False,False,9,False,False,True,901.75,7.5,False,False,False,True,False,6,9,15,0,0,0,1,1,8
3456,"(2, 3, 14, 15)","IMI, MERO, ETH, PTH","['Imipenem', 'Meropenem', 'Ethionamide', 'Prothionamide']","['imipenem', 'meropenem', 'ethionamide', 'prothionamide']",False,False,False,10,False,False,True,808.5,9.5,False,False,False,True,False,8,10,12,0,0,0,1,0,8
3457,"(2, 3, 14, 16)","IMI, MERO, ETH, RIF","['Imipenem', 'Meropenem', 'Ethionamide', 'Rifampicin']","['imipenem', 'meropenem', 'ethionamide', 'rifampicin']",True,False,False,11,False,False,True,804.8,7.5,False,False,True,True,False,8,11,15,0,0,0,1,1,9
3458,"(2, 3, 14, 17)","IMI, MERO, ETH, RIF HD","['Imipenem', 'Meropenem', 'Ethionamide', 'Rifampicin High Dose']","['imipenem', 'meropenem', 'ethionamide', 'rifampicin_high_dose']",False,False,False,11,False,False,True,827.68,7.5,False,False,False,True,False,8,9,15,0,0,0,1,1,6
3459,"(2, 3, 14, 18)","IMI, MERO, ETH, RBT","['Imipenem', 'Meropenem', 'Ethionamide', 'Rifabutin']","['imipenem', 'meropenem', 'ethionamide', 'rifabutin']",False,False,False,11,False,False,True,847.15,8.0,False,False,False,True,False,7,10,14,0,0,0,1,1,7
